species,long,short,version,platform,type,folder,bioproject,species2,base,nseq,size,libray,type,model,taxon,coverage,down,dummy,genomesize,host,inref,min_read,plastid,range1,range2,range3,dimred,readsel,bench_ptgaul,bench_pmat,bench_tippo,bench_oatk,ptgaul_ref,mt_ref,random,random_seed,status
Lonicera_japonica-0,SRR17509642,NA,3,PACBIO_SMRT,NA,Lonicera_japonica,PRJNA794868,Lonicera_japonica,54951007909,16849,13211,WGS,GENOMIC,Sequel II,Lonicera japonica,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Lonicera japonica,109,109,done
Citrus_reticulata-0,SRR18687597,NA,3,PACBIO_SMRT,NA,Citrus_reticulata,PRJNA807745,Citrus_reticulata,8188962403,18153,1969,WGS,GENOMIC,Sequel II,Citrus reticulata,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Citrus reticulata,767,767,done
Homo_sapiens-0,SRR10188371,NA,3,PACBIO_SMRT,NA,Homo_sapiens,PRJNA573706,Homo_sapiens,30711472284,19529,21614,WGS,GENOMIC,Sequel II,Drosophila melanogaster,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Drosophila melanogaster,675,675,done
Gossypium_hirsutum_002-0,SRR27062477,NA,3,PACBIO_SMRT,NA,Gossypium_hirsutum,PRJNA1045850,Gossypium_hirsutum,30517165337,14204,18552,WGS,GENOMIC,Sequel II,Gossypium hirsutum,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Gossypium hirsutum,881,881,done
Sesamum_indicum_001-0,SRR21601246,NA,3,PACBIO_SMRT,NA,Sesamum_indicum,PRJNA875260,Sesamum_indicum,34329379444,17062,24432,WGS,GENOMIC,Sequel II,Sesamum indicum,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Sesamum indicum,209,209,done
Fragaria_x_ananassa-0,SRR12358173,NA,3,PACBIO_SMRT,NA,Fragaria_x_ananassa,PRJNA627939,Fragaria_x_ananassa,782110684242,13955,188220,WGS,GENOMIC,Sequel II,Zea mays,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Zea mays,575,575,done
Limnomonas_spitsbergensis-0,SRR24109344,NA,3,PACBIO_SMRT,NA,Limnomonas_spitsbergensis,PRJNA953517,Limnomonas_spitsbergensis,39385855660,18428,9473,WGS,GENOMIC,Sequel,Limnomonas spitsbergensis,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Limnomonas spitsbergensis,603,603,done
Oryza_sativa_Indica_Group_002-0,SRR9969478,NA,3,PACBIO_SMRT,NA,Oryza_sativa_Indica_Group,PRJNA558396,Oryza_sativa_Indica_Group,71235893461,15329,17129,WGS,GENOMIC,Sequel II,Oryza sativa Indica Group,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Oryza sativa Indica Group,857,857,done
Hordeum_vulgare_002-0,SRR7768449,NA,3,PACBIO_SMRT,NA,Hordeum_vulgare,PRJNA487965,Hordeum_vulgare,7278114897,9386,1751,WGS,GENOMIC,Sequel,Hordeum vulgare,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Hordeum vulgare,949,949,done
Mangifera_indica-0,SRR29155911,NA,3,PACBIO_SMRT,NA,Mangifera_indica,PRJNA1112139,Mangifera_indica,13736094051,19467,3305,WGS,GENOMIC,Sequel II,Mangifera indica,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Mangifera indica,253,253,done
Cinnamomum_insularimontanum-0,SRR26158200,NA,3,PACBIO_SMRT,NA,Cinnamomum_insularimontanum,PRJNA1020560,Cinnamomum_insularimontanum,6326482909,14109,2267,WGS,GENOMIC,Sequel II,Cinnamomum insularimontanum,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Cinnamomum insularimontanum,467,467,done
Vitis_hybrid_cultivar-0,SRR15530464,NA,3,PACBIO_SMRT,NA,Vitis_hybrid_cultivar,PRJNA754438,Vitis_hybrid_cultivar,26398249840,16147,6349,WGS,GENOMIC,Sequel,Vitis hybrid cultivar,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Vitis hybrid cultivar,733,733,done
Oryza_sativa_Indica_Group_003-0,SRR28562086,NA,3,PACBIO_SMRT,NA,Oryza_sativa_Indica_Group,PRJNA1096435,Oryza_sativa_Indica_Group,26575749020,10586,6437,WGS,GENOMIC,Sequel,Oryza sativa Indica Group,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Oryza sativa Indica Group,491,491,done
Osmanthus_fragrans-0,SRR8790648,NA,3,PACBIO_SMRT,NA,Osmanthus_fragrans,PRJNA529305,Osmanthus_fragrans,7428981195,10516,1787,WGA,GENOMIC,Sequel,Osmanthus fragrans,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,1.0,onthq,30,NA,Osmanthus fragrans,613,613,done
Gossypium_hirsutum_003-0,SRR26867861,NA,3,PACBIO_SMRT,NA,Gossypium_hirsutum,PRJNA1041574,Gossypium_hirsutum,32761197387,14171,21889,WGS,GENOMIC,Sequel II,Gossypium hirsutum,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,1.0,onthq,30,NA,Gossypium hirsutum,867,867,done
Petunia_secreta-0,SRR20523102,NA,3,PACBIO_SMRT,NA,Petunia_secreta,PRJNA858034,Petunia_secreta,0,0,0,WGS,GENOMIC,Sequel II,Petunia secreta,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Petunia secreta,139,139,done
Dalbergia_cochinchinensis-0,SRR19549771,NA,3,PACBIO_SMRT,NA,Dalbergia_cochinchinensis,PRJNA841235,Dalbergia_cochinchinensis,159503944782,29055,38314,WGS,GENOMIC,Sequel II,Dalbergia cochinchinensis,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Dalbergia cochinchinensis,427,427,done
Psidium_guajava-0,SRR25212035,NA,3,PACBIO_SMRT,NA,Psidium_guajava,PRJNA713343,Psidium_guajava,47098804811,6043,11361,WGS,GENOMIC,Sequel,Psidium guajava,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Psidium guajava,203,203,done
Zea_mays_004-0,SRR6710677,NA,3,PACBIO_SMRT,NA,Zea_mays,PRJNA432962,Zea_mays,101310414845,7207,24405,WGS,GENOMIC,Sequel,Zea mays,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Zea mays,183,183,done
Oryza_sativa_002-0,SRR21847256,NA,3,PACBIO_SMRT,NA,Oryza_sativa,PRJNA888474,Oryza_sativa,99355688282,12866,23899,WGS,GENOMIC,Sequel II,Oryza sativa,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Oryza sativa,267,267,done
Prunus_speciosa-0,DRR532493,NA,3,PACBIO_SMRT,NA,Prunus_speciosa,PRJDB17512,Prunus_speciosa,159481178688,25929,38316,WGS,GENOMIC,Sequel II,Prunus speciosa,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Prunus speciosa,121,121,done
Oryza_latifolia-0,SRR14887297,NA,3,PACBIO_SMRT,NA,Oryza_latifolia,PRJNA737486,Oryza_latifolia,152640190644,19468,36690,WGS,GENOMIC,Sequel II,Oryza latifolia,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Oryza latifolia,889,889,done
Trochodendron_aralioides-0,ERR3492691,NA,3,PACBIO_SMRT,NA,Trochodendron_aralioides,PRJEB32669,Trochodendron_aralioides,6669291504,8566,1605,WGS,GENOMIC,Sequel,Trochodendron aralioides,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Trochodendron aralioides,931,931,done
Oryza_sativa_Indica_Group_004-0,SRR12560268,NA,3,PACBIO_SMRT,NA,Oryza_sativa_Indica_Group,PRJNA657951,Oryza_sativa_Indica_Group,166842130511,15241,40127,WGS,GENOMIC,Sequel II,Oryza sativa Indica Group,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Oryza sativa Indica Group,723,723,done
Theobroma_grandiflorum-0,SRR23035120,NA,3,PACBIO_SMRT,NA,Theobroma_grandiflorum,PRJNA922445,Theobroma_grandiflorum,2977072172,9392,1916,WGS,GENOMIC,Sequel II,Theobroma grandiflorum,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Theobroma grandiflorum,495,495,done
Thymus_quinquecostatus-0,SRR13600750,NA,3,PACBIO_SMRT,NA,Thymus_quinquecostatus,PRJNA690675,Thymus_quinquecostatus,125708763965,17444,30220,WGS,GENOMIC,Sequel II,Thymus quinquecostatus,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Thymus quinquecostatus,499,499,done
Zea_mays_005-0,SRR12358173,NA,3,PACBIO_SMRT,NA,Zea_mays,PRJNA627939,Zea_mays,782110684242,13955,188220,WGS,GENOMIC,Sequel II,Zea mays,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Zea mays,753,753,done
Oryza_grandiglumis-0,SRR14876898,NA,3,PACBIO_SMRT,NA,Oryza_grandiglumis,PRJNA737282,Oryza_grandiglumis,152308603528,18528,36614,WGS,GENOMIC,Sequel II,Oryza grandiglumis,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,180000,0.1,onthq,30,NA,Oryza grandiglumis,599,599,done
Prunus_persica-0,SRR12629887,NA,3,PACBIO_SMRT,NA,Prunus_persica,PRJNA663129,Prunus_persica,140979060996,19435,33888,WGS,GENOMIC,Sequel II,Prunus persica,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,180000,0.1,onthq,30,NA,Prunus persica,871,871,done
Gossypium_hirsutum_004-0,SRR14132250,NA,3,PACBIO_SMRT,NA,Gossypium_hirsutum,PRJNA718177,Gossypium_hirsutum,28380341562,8226,6838,WGS,GENOMIC,Sequel,Gossypium hirsutum,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,200000,0.1,onthq,30,NA,Gossypium hirsutum,165,165,done
Rubus_leucanthus-0,SRR29481259,NA,3,PACBIO_SMRT,NA,Rubus_leucanthus,PRJNA1125881,Rubus_leucanthus,8467786039,12961,2037,WGS,GENOMIC,Sequel,Rubus leucanthus,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Rubus leucanthus,179,179,done
Cucumis_melo-0,SRR32396482,NA,3,PACBIO_SMRT,NA,Cucumis_melo,PRJNA1126041,Cucumis_melo,10891313546,13248,7270,WGS,GENOMIC,Sequel,Cucumis melo,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Cucumis melo,709,709,done
Yponomeuta_cagnagella-0,ERR11939307,NA,3,PACBIO_SMRT,NA,Yponomeuta_cagnagella,PRJEB54719,Yponomeuta_cagnagella,99951628878,18467,33396,WGS,GENOMIC,Sequel,IIe Yponomeuta cagnagella,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,IIe Yponomeuta cagnagella,349,349,done
Camelina_sativa_002-0,SRR25630052,NA,3,PACBIO_SMRT,NA,Camelina_sativa,PRJNA995623,Camelina_sativa,28646209891,15343,21235,WGS,GENOMIC,Sequel II,Camelina sativa,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Camelina sativa,629,629,done
Oryza_sativa_003-0,SRR11928959,NA,3,PACBIO_SMRT,NA,Oryza_sativa,PRJNA637189,Oryza_sativa,137313128012,18604,33007,WGS,GENOMIC,Sequel II,Oryza sativa,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Oryza sativa,923,923,done
Aquilegia_kansuensis-0,SRR11908571,NA,3,PACBIO_SMRT,NA,Aquilegia_kansuensis,PRJNA636213,Aquilegia_kansuensis,7314735230,10613,1763,WGS,GENOMIC,Sequel,Aquilegia kansuensis,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Aquilegia kansuensis,221,221,done
Suaeda_japonica-0,SRR26099738,NA,3,PACBIO_SMRT,NA,Suaeda_japonica,PRJNA820461,Suaeda_japonica,55005385448,15670,13268,WGS,GENOMIC,Sequel,Suaeda japonica,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Suaeda japonica,735,735,done
Triticum_aestivum_001-0,ERR7228726,NA,3,PACBIO_SMRT,NA,Triticum_aestivum,PRJEB48529,Triticum_aestivum,2960266440,20445,2406,WGS,GENOMIC,Sequel II,Triticum aestivum,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Triticum aestivum,403,403,done
Prunus_mongolica-0,SRR23316664,NA,3,PACBIO_SMRT,NA,Prunus_mongolica,PRJNA930130,Prunus_mongolica,31489184178,297,9172,WGS,GENOMIC,Sequel II,Prunus mongolica,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Prunus mongolica,207,207,done
Glycine_max-0,DRR147577,NA,3,PACBIO_SMRT,NA,Glycine_max,PRJDB7286,Glycine_max,9636050974,7422,2321,WGS,GENOMIC,Sequel,Glycine max,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Glycine max,469,469,done
Mychonastes_homosphaera-0,SRR11285814,NA,3,PACBIO_SMRT,NA,Mychonastes_homosphaera,PRJNA556117,Mychonastes_homosphaera,5800315720,6612,1397,WGS,GENOMIC,Sequel,Mychonastes homosphaera,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Mychonastes homosphaera,605,605,done
Rumex_hastatulus-0,SRR14078326,NA,3,PACBIO_SMRT,NA,Rumex_hastatulus,PRJNA717733,Rumex_hastatulus,5008527383,9434,1205,WGS,GENOMIC,Sequel,Rumex hastatulus,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Rumex hastatulus,509,509,done
Malus_domestica_001-0,SRR11306005,NA,3,PACBIO_SMRT,NA,Malus_domestica,PRJNA591751,Malus_domestica,11590164362,8855,2791,WGS,GENOMIC,Sequel,Malus domestica,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Malus domestica,529,529,done
Abelmoschus_esculentus-0,SRR29496798,NA,3,PACBIO_SMRT,NA,Abelmoschus_esculentus,PRJNA1125645,Abelmoschus_esculentus,41202068163,17142,24696,WGS,GENOMIC,Sequel II,Abelmoschus esculentus,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Abelmoschus esculentus,309,309,done
Solanum_virginianum-0,SRR11310354,NA,3,PACBIO_SMRT,NA,Solanum_virginianum,PRJNA612792,Solanum_virginianum,66703935865,11209,16061,WGS,GENOMIC,Sequel II,Solanum virginianum,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Solanum virginianum,917,917,done
Beckmannia_syzigachne-0,SRR29692811,NA,3,PACBIO_SMRT,NA,Beckmannia_syzigachne,PRJNA1127069,Beckmannia_syzigachne,0,0,0,WGS,GENOMIC,Sequel II,Beckmannia syzigachne,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Beckmannia syzigachne,979,979,done
Tetraselmis_striata-0,SRR10043457,NA,3,PACBIO_SMRT,NA,Tetraselmis_striata,PRJNA542153,Tetraselmis_striata,3555942448,4420,858,WGS,GENOMIC,Sequel,Tetraselmis striata,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Tetraselmis striata,819,819,done
Lilium_regale-0,ERR15076378,NA,3,PACBIO_SMRT,NA,Lilium_regale,PRJEB89667,Lilium_regale,46922076059,1297,11436,WGS,GENOMIC,Sequel II,Lilium regale,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Lilium regale,367,367,done
Oryza_sativa_004-0,SRR10357914,NA,3,PACBIO_SMRT,NA,Oryza_sativa,PRJNA509165,Oryza_sativa,7798850596,12114,1876,WGS,GENOMIC,Sequel,Oryza sativa,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Oryza sativa,965,965,done
Xanthoceras_sorbifolium-0,SRR13854166,NA,3,PACBIO_SMRT,NA,Xanthoceras_sorbifolium,PRJNA665609,Xanthoceras_sorbifolium,383285446302,15075,92192,WGS,GENOMIC,Sequel,Xanthoceras sorbifolium,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Xanthoceras sorbifolium,357,357,done
Zea_mays_006-0,ERR3309681,NA,3,PACBIO_SMRT,NA,Zea_mays,PRJEB31061,Zea_mays,11643234300,18869,2798,WGS,GENOMIC,Sequel,Zea mays,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Zea mays,311,311,done
Mus_musculus-0,SRR12358173,NA,3,PACBIO_SMRT,NA,Mus_musculus,PRJNA627939,Mus_musculus,782110684242,13955,188220,WGS,GENOMIC,Sequel II,Zea mays,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Zea mays,765,765,done
Kraussia_floribunda-0,SRR18733959,NA,3,PACBIO_SMRT,NA,Kraussia_floribunda,PRJNA825842,Kraussia_floribunda,10987516570,13720,2642,WGS,GENOMIC,Sequel,Kraussia floribunda,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Kraussia floribunda,649,649,done
Oryza_glaberrima-0,SRR14269770,NA,3,PACBIO_SMRT,NA,Oryza_glaberrima,PRJNA719383,Oryza_glaberrima,29632183744,10295,7131,WGS,GENOMIC,Sequel,Oryza sativa,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Oryza sativa,157,157,done
Oryza_sativa_Indica_Group_005-0,SRR10302201,NA,3,PACBIO_SMRT,NA,Oryza_sativa_Indica_Group,PRJNA565480,Oryza_sativa_Indica_Group,10226520665,13254,2459,WGS,GENOMIC,Sequel,Oryza sativa Indica Group,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Oryza sativa Indica Group,879,879,done
Zea_mays_007-0,ERR3306992,NA,3,PACBIO_SMRT,NA,Zea_mays,PRJEB32404,Zea_mays,9653561655,12425,2322,WGS,GENOMIC,Sequel,Zea mays,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Zea mays,859,859,done
Chlamydomonas_reinhardtii-0,SRR22216323,NA,3,PACBIO_SMRT,NA,Chlamydomonas_reinhardtii,PRJNA840945,Chlamydomonas_reinhardtii,18259845352,18485,11602,WGS,GENOMIC,Sequel II,Chlamydomonas reinhardtii,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Chlamydomonas reinhardtii,779,779,done
Populus_simonii-0,SRR9112943,NA,3,PACBIO_SMRT,NA,Populus_simonii,PRJNA544405,Populus_simonii,21876633313,7966,5268,WGS,GENOMIC,Sequel,Populus simonii,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Populus simonii,543,543,done
Microstegium_vimineum-0,SRR16219874,NA,3,PACBIO_SMRT,NA,Microstegium_vimineum,PRJNA769079,Microstegium_vimineum,104186172920,18725,25044,WGS,GENOMIC,Sequel II,Microstegium vimineum,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Microstegium vimineum,823,823,done
Arachis_monticola-0,SRR6854608,NA,3,PACBIO_SMRT,NA,Arachis_monticola,PRJNA430760,Arachis_monticola,64661872962,8303,15701,WGS,GENOMIC,Sequel,Arachis monticola,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Arachis monticola,285,285,done
Chenopodium_quinoa_001-0,SRR26119327,NA,3,PACBIO_SMRT,NA,Chenopodium_quinoa,PRJNA1018548,Chenopodium_quinoa,32676941221,17146,21481,WGS,GENOMIC,Sequel II,Chenopodium quinoa,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Chenopodium quinoa,483,483,done
Gossypium_hirsutum_005-0,SRR21841544,NA,3,PACBIO_SMRT,NA,Gossypium_hirsutum,PRJNA884852,Gossypium_hirsutum,29824962783,12586,17448,WGS,GENOMIC,Sequel II,Gossypium hirsutum,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Gossypium hirsutum,803,803,done
Cucumis_sativus-0,SRR10662180,NA,3,PACBIO_SMRT,NA,Cucumis_sativus,PRJNA594754,Cucumis_sativus,6701454734,8400,1613,WGS,GENOMIC,Sequel,Cucumis sativus,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Cucumis sativus,615,615,done
Salvia_hispanica-0,DRR336321,NA,3,PACBIO_SMRT,NA,Salvia_hispanica,PRJDB12688,Salvia_hispanica,62209012026,12126,14966,WGS,GENOMIC,Sequel II,Salvia hispanica,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Salvia hispanica,905,905,done
Triticum_aestivum_002-0,ERR14244236,NA,3,PACBIO_SMRT,NA,Triticum_aestivum,PRJEB85527,Triticum_aestivum,39120306569,20547,27155,WGA,GENOMIC,Sequel,IIe Triticum aestivum,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,IIe Triticum aestivum,231,231,done
Hibiscus_trionum-0,ERR11939307,NA,3,PACBIO_SMRT,NA,Hibiscus_trionum,PRJEB54719,Hibiscus_trionum,99951628878,18467,33396,WGS,GENOMIC,Sequel,IIe Yponomeuta cagnagella,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,IIe Yponomeuta cagnagella,797,797,done
Fragaria_viridis-0,SRR11886730,NA,3,PACBIO_SMRT,NA,Fragaria_viridis,PRJNA634576,Fragaria_viridis,29810144433,9961,7179,WGS,GENOMIC,Sequel,Fragaria nilgerrensis,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Fragaria nilgerrensis,333,333,done
Cucumis_melo_001-0,ERR3501673,NA,3,PACBIO_SMRT,NA,Cucumis_melo,PRJEB34181,Cucumis_melo,5463345510,7079,1316,WGS,GENOMIC,Sequel,Cucumis melo,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Cucumis melo,865,865,done
Quercus_agrifolia-0,SRR25495554,NA,3,PACBIO_SMRT,NA,Quercus_agrifolia,PRJNA998861,Quercus_agrifolia,32931742679,16774,22724,WGS,GENOMIC,Sequel II,Quercus agrifolia,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Quercus agrifolia,683,683,done
Citrus_sinensis_001-0,SRR15706504,NA,3,PACBIO_SMRT,NA,Citrus_sinensis,PRJNA735893,Citrus_sinensis,143903723178,17587,34596,WGS,GENOMIC,Sequel II,Citrus sinensis,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Citrus sinensis,189,189,done
Vigna_umbellata-0,ERR11580140,NA,3,PACBIO_SMRT,NA,Vigna_umbellata,PRJEB63305,Vigna_umbellata,126529625407,15347,30530,WGS,GENOMIC,Sequel,Vigna umbellata,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Vigna umbellata,565,565,done
synthetic_metagenome-0,SRR12358173,NA,3,PACBIO_SMRT,NA,synthetic_metagenome,PRJNA627939,synthetic_metagenome,782110684242,13955,188220,WGS,GENOMIC,Sequel II,Zea mays,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Zea mays,477,477,done
